property_id,price
d56159653f5d2abc5ed5acd7,498082463.231333
45550aa81c0151f1fd9fd8fe,634407790.572765
735deef3382aa15930482f3e,535515439.810236
0dd49fa8bb7be52b851c6dc9,633080796.471147
7d3220a91e78f8bc2924d1cd,428737508.693006
d3054072b2175deec2c1f8dc,554556738.946585
b7574b06d593fca4eac59815,550710417.079171
79e822115c5c1a4531366001,705425911.902389
d3ed5316a463d38c1bd321d0,683895875.574039
2f1880c9b8f7ac2715e1236d,796590397.48927
dcca1c7f109175760ff531c6,609733822.346402
dfc4f3facf91bbd93ee0fa4d,564126892.505493
30e134a6cbe61d7954d0f56b,889930741.763348
385fee7bd9ad7722d45dd034,690978666.835078
87199c236bf22903d1aafdd0,649943072.567334
19e19ad0cd6b5e84d8aa970e,697148737.448507
907f968e78d748fde69dd44f,643620885.530513
be094e5db0f784e3aa013aae,503480020.644719
7ab96f83915bc84f8c03c1bd,585019099.399563
07f4aa9b9ff5b0b05d31e6c0,703125257.240143
e9be8cd37abed8ab510ba1f5,944504227.723498
5f6ad58df27b562db077b5ce,514845660.126319
ee96d947484aaace40f9b77f,681355413.236081
15c4aef8401208054697b81e,760414510.183961
22d6cb11333f2839b8112b89,646102991.57135
288c09c33907dadbae495c11,791446343.755828
f71d2bca0c5fe2720a1544c4,754901200.547069
451744cf3ce55a98db8a3562,644063304.619368
fba9ae05a6a8a9e0c6268a9f,483644942.505559
1338e58f7dcebf5a1ea59388,553798529.466273
a817e8da0ada143ac87277ee,688079653.401927
46d8bb3e9a0ca584d3c7a317,623901123.576077
b2506aa9463aebf01e1e00ca,705886266.090569
7ec025b9b6e6f33bf65af41b,593900631.213686
2ff531e27672ecd2362eed55,792584177.445225
9b3cf0d1b91b9c6a2a887647,627311076.173209
7db5291ce4602d9b2b266872,611860001.236973
65d5918e826c33bb950fc008,638333457.083954
395c34e4b8f52cbdb0522459,742500492.549791
855f4b67d2bd6d18fd03d8e7,781145821.059482
9ff06409b37e5b5dece4604a,676902753.123899
0508cd7bd2c77ebb6fea1e56,596480379.277656
b45fff2e718e54772d46a3fd,556197736.450234
cf4d2297b73dbc357d21e31b,643292498.809421
0ada7044c5b29925abc90879,847778563.590348
6305f02255274ab5fb6bd39c,510328411.342659
d9a94194ae1350512beff3e6,830710957.463115
e3896296cb80d50d9ad3f903,831810188.742623
6514f355887c64136edb5595,578554191.143684
f03400cc18e12903b3ffbe5a,834422305.193397
4e134600155a64783b3f8c3e,632023261.050767
d63ebc63c82fbf66d8b6ffd3,590742112.994979
1bd64811bd59706844230198,585610812.724324
a83921284639eedd4a511cb6,563713172.219544
a2f3f7a1cd573e2a33f52e2d,652096983.271608
