property_id,price
d56159653f5d2abc5ed5acd7,594690534.553453
45550aa81c0151f1fd9fd8fe,579857351.135978
735deef3382aa15930482f3e,546340468.355605
0dd49fa8bb7be52b851c6dc9,555287912.749067
7d3220a91e78f8bc2924d1cd,554868262.160536
d3054072b2175deec2c1f8dc,595087367.821628
b7574b06d593fca4eac59815,597090026.285741
79e822115c5c1a4531366001,582589094.159539
d3ed5316a463d38c1bd321d0,935576311.518418
2f1880c9b8f7ac2715e1236d,754747295.956525
dcca1c7f109175760ff531c6,542172187.578211
dfc4f3facf91bbd93ee0fa4d,548144105.969029
30e134a6cbe61d7954d0f56b,386841306.906667
385fee7bd9ad7722d45dd034,413992390.13988
87199c236bf22903d1aafdd0,406908880.493848
19e19ad0cd6b5e84d8aa970e,537028213.777682
907f968e78d748fde69dd44f,632347999.544055
be094e5db0f784e3aa013aae,619001093.466446
7ab96f83915bc84f8c03c1bd,470215314.641841
07f4aa9b9ff5b0b05d31e6c0,749221185.118014
e9be8cd37abed8ab510ba1f5,757207501.319516
5f6ad58df27b562db077b5ce,714759837.04728
ee96d947484aaace40f9b77f,706044874.357615
15c4aef8401208054697b81e,799733021.212472
22d6cb11333f2839b8112b89,997966843.920234
288c09c33907dadbae495c11,1283065583.68699
f71d2bca0c5fe2720a1544c4,583446833.472261
451744cf3ce55a98db8a3562,582459948.773243
fba9ae05a6a8a9e0c6268a9f,507451092.444997
1338e58f7dcebf5a1ea59388,574716724.255946
a817e8da0ada143ac87277ee,448283109.49707
46d8bb3e9a0ca584d3c7a317,573677997.436746
b2506aa9463aebf01e1e00ca,601802173.679302
7ec025b9b6e6f33bf65af41b,604294794.798958
2ff531e27672ecd2362eed55,600662897.862995
9b3cf0d1b91b9c6a2a887647,557757669.963506
7db5291ce4602d9b2b266872,506286282.203387
65d5918e826c33bb950fc008,614303803.211821
395c34e4b8f52cbdb0522459,624592475.736883
855f4b67d2bd6d18fd03d8e7,621432521.721059
9ff06409b37e5b5dece4604a,613114449.202106
0508cd7bd2c77ebb6fea1e56,557640283.823328
b45fff2e718e54772d46a3fd,568306942.252435
cf4d2297b73dbc357d21e31b,593992493.176574
0ada7044c5b29925abc90879,602220290.612453
6305f02255274ab5fb6bd39c,650835363.529038
d9a94194ae1350512beff3e6,702118586.786806
e3896296cb80d50d9ad3f903,734093241.167724
6514f355887c64136edb5595,784868741.509444
f03400cc18e12903b3ffbe5a,595757259.577974
4e134600155a64783b3f8c3e,602246449.976717
d63ebc63c82fbf66d8b6ffd3,661858586.397909
1bd64811bd59706844230198,658333016.964012
a83921284639eedd4a511cb6,713111591.567837
a2f3f7a1cd573e2a33f52e2d,702957951.871039
47344a66471fa51f61c64652,726674421.571187
78fd849c9429091347d7e5c9,725077382.555521
c3daf2abea55af99c9579319,680100993.297045
52864916eb1984abca41ec66,835056275.515137
c62494a9d7aede44f2f84023,830639774.730282
a2b576643f7a032371587e5e,953587369.932134
e53bc68f0e97ccead24f3e56,582535263.942958
fd82c710aad91bc90af490fe,599489364.508964
d436abc2ee37ba3dd561e940,599874830.789493
216a598114a403676011cb51,514684476.582708
