property_id,price
d56159653f5d2abc5ed5acd7,942844928
45550aa81c0151f1fd9fd8fe,966548416
735deef3382aa15930482f3e,808312320
0dd49fa8bb7be52b851c6dc9,853512640
7d3220a91e78f8bc2924d1cd,915057920
d3054072b2175deec2c1f8dc,443202624
b7574b06d593fca4eac59815,425295136
79e822115c5c1a4531366001,431469536
d3ed5316a463d38c1bd321d0,1262291456
2f1880c9b8f7ac2715e1236d,1091283584
dcca1c7f109175760ff531c6,592616000
dfc4f3facf91bbd93ee0fa4d,458755008
30e134a6cbe61d7954d0f56b,498295136
385fee7bd9ad7722d45dd034,625987200
87199c236bf22903d1aafdd0,652103936
19e19ad0cd6b5e84d8aa970e,480368128
907f968e78d748fde69dd44f,687869376
be094e5db0f784e3aa013aae,414470464
7ab96f83915bc84f8c03c1bd,385140864
07f4aa9b9ff5b0b05d31e6c0,1367324032
e9be8cd37abed8ab510ba1f5,1214162176
5f6ad58df27b562db077b5ce,659132928
ee96d947484aaace40f9b77f,995451520
15c4aef8401208054697b81e,1249553920
22d6cb11333f2839b8112b89,1458204416
288c09c33907dadbae495c11,1446590080
f71d2bca0c5fe2720a1544c4,698868224
451744cf3ce55a98db8a3562,558607744
fba9ae05a6a8a9e0c6268a9f,639349568
1338e58f7dcebf5a1ea59388,700568832
a817e8da0ada143ac87277ee,362232576
46d8bb3e9a0ca584d3c7a317,635132032
b2506aa9463aebf01e1e00ca,424738464
7ec025b9b6e6f33bf65af41b,701824704
2ff531e27672ecd2362eed55,859165056
9b3cf0d1b91b9c6a2a887647,514989856
7db5291ce4602d9b2b266872,405282208
65d5918e826c33bb950fc008,589557952
395c34e4b8f52cbdb0522459,845712128
855f4b67d2bd6d18fd03d8e7,637522112
9ff06409b37e5b5dece4604a,591246336
0508cd7bd2c77ebb6fea1e56,510377984
b45fff2e718e54772d46a3fd,849301568
cf4d2297b73dbc357d21e31b,567107008
0ada7044c5b29925abc90879,657683264
6305f02255274ab5fb6bd39c,843718400
d9a94194ae1350512beff3e6,858920384
e3896296cb80d50d9ad3f903,1083738624
6514f355887c64136edb5595,1028547328
f03400cc18e12903b3ffbe5a,956247616
4e134600155a64783b3f8c3e,1097195520
d63ebc63c82fbf66d8b6ffd3,992272768
1bd64811bd59706844230198,1005506816
a83921284639eedd4a511cb6,794308544
a2f3f7a1cd573e2a33f52e2d,819880704
47344a66471fa51f61c64652,874050816
78fd849c9429091347d7e5c9,846359744
c3daf2abea55af99c9579319,777638080
52864916eb1984abca41ec66,1071386880
c62494a9d7aede44f2f84023,1119569664
a2b576643f7a032371587e5e,1393563520
e53bc68f0e97ccead24f3e56,633630720
fd82c710aad91bc90af490fe,635942272
d436abc2ee37ba3dd561e940,636965760
216a598114a403676011cb51,891266688
ea230d5eccd2b687888173bb,838749888
18bd0dd7580f2a7cb19a90b9,476183296
b143c8ca6d334f6a73c3f2a0,413131520
ab388cb4fa511968783bafee,439116544
6a4f08cd04d558a56af732d9,651707072
7216c895aa047c4f405c4941,680475776
a493488dcd906dc74cf8a604,960727616
7844b0b2bc65dced90a355c6,914916608
c1976383069b6b82ab29d092,627967296
e5cfd99e2308b7b73581dbdc,510422528
c18c2ea88f4ac53970b53d2c,532046560
842c9f0e4edf1e5a672ce15e,931640256
7dd1e46dcbddc6bf5ef694de,516567456
6cc4f32b39180bd1ec7e117b,598241344
79e643789a85dc4ffad49a25,1207006592
b3402a9173d289d6db78e09d,1387134848
a446507813234e358db8b573,512217568
c8ef57ddfb35061d1876f94e,651000384
360be0df2c003005e3db080e,1344767744
9ab245a4c91877cb7a8661ce,1429346944
a57a34c7486e7a40e8deb316,846527488
ceba7d0f56f6cb03538962fb,574275456
d5475993f9db58c3e4baf7a3,758918464
d37a1dda09e30da13ff5bfc3,759535232
68a8b8d077a8232723bf37e9,665208256
e1eea7716ca6490b7640717a,692416320
4ae6d75b10848d259ecba576,851692416
17afbce5c0b56732abbea936,713832448
84a2673eccd3cf3bd7fd3eb0,1071386880
f2f4e6cbafe527b155707f01,1239443200
