property_id,price
d56159653f5d2abc5ed5acd7,617853952
45550aa81c0151f1fd9fd8fe,629888896
735deef3382aa15930482f3e,638120384
0dd49fa8bb7be52b851c6dc9,654671552
7d3220a91e78f8bc2924d1cd,507720480
d3054072b2175deec2c1f8dc,630252864
b7574b06d593fca4eac59815,626849408
79e822115c5c1a4531366001,631440128
d3ed5316a463d38c1bd321d0,743421312
2f1880c9b8f7ac2715e1236d,697000384
dcca1c7f109175760ff531c6,647021696
dfc4f3facf91bbd93ee0fa4d,628685440
30e134a6cbe61d7954d0f56b,827390976
385fee7bd9ad7722d45dd034,610147200
87199c236bf22903d1aafdd0,620488448
19e19ad0cd6b5e84d8aa970e,645719168
907f968e78d748fde69dd44f,648720320
be094e5db0f784e3aa013aae,629793024
7ab96f83915bc84f8c03c1bd,575907840
07f4aa9b9ff5b0b05d31e6c0,762052736
e9be8cd37abed8ab510ba1f5,735178048
5f6ad58df27b562db077b5ce,603111296
ee96d947484aaace40f9b77f,663020352
15c4aef8401208054697b81e,724960768
22d6cb11333f2839b8112b89,584114688
288c09c33907dadbae495c11,750895936
f71d2bca0c5fe2720a1544c4,682071488
451744cf3ce55a98db8a3562,660027968
fba9ae05a6a8a9e0c6268a9f,539166912
1338e58f7dcebf5a1ea59388,581220032
a817e8da0ada143ac87277ee,615176704
46d8bb3e9a0ca584d3c7a317,599492288
b2506aa9463aebf01e1e00ca,618297408
7ec025b9b6e6f33bf65af41b,708868096
2ff531e27672ecd2362eed55,706111680
9b3cf0d1b91b9c6a2a887647,651595456
7db5291ce4602d9b2b266872,617278976
65d5918e826c33bb950fc008,674049088
395c34e4b8f52cbdb0522459,663997952
855f4b67d2bd6d18fd03d8e7,617961856
9ff06409b37e5b5dece4604a,696744256
0508cd7bd2c77ebb6fea1e56,614370816
b45fff2e718e54772d46a3fd,598633536
cf4d2297b73dbc357d21e31b,613420992
0ada7044c5b29925abc90879,722648960
6305f02255274ab5fb6bd39c,563721088
d9a94194ae1350512beff3e6,724961536
e3896296cb80d50d9ad3f903,908746368
6514f355887c64136edb5595,597736064
f03400cc18e12903b3ffbe5a,686742784
4e134600155a64783b3f8c3e,605921088
d63ebc63c82fbf66d8b6ffd3,618434240
1bd64811bd59706844230198,494549696
a83921284639eedd4a511cb6,645918720
a2f3f7a1cd573e2a33f52e2d,683241728
47344a66471fa51f61c64652,731939392
78fd849c9429091347d7e5c9,565917824
c3daf2abea55af99c9579319,629813760
52864916eb1984abca41ec66,573760704
c62494a9d7aede44f2f84023,654500160
a2b576643f7a032371587e5e,600738880
e53bc68f0e97ccead24f3e56,638596032
fd82c710aad91bc90af490fe,712979520
d436abc2ee37ba3dd561e940,702127616
216a598114a403676011cb51,710502656
ea230d5eccd2b687888173bb,647462912
18bd0dd7580f2a7cb19a90b9,618641472
b143c8ca6d334f6a73c3f2a0,504703520
ab388cb4fa511968783bafee,578684224
6a4f08cd04d558a56af732d9,683855808
7216c895aa047c4f405c4941,532895456
a493488dcd906dc74cf8a604,555366976
7844b0b2bc65dced90a355c6,637821440
c1976383069b6b82ab29d092,684309952
e5cfd99e2308b7b73581dbdc,601353728
c18c2ea88f4ac53970b53d2c,630597440
842c9f0e4edf1e5a672ce15e,597567616
7dd1e46dcbddc6bf5ef694de,759685824
6cc4f32b39180bd1ec7e117b,691542720
79e643789a85dc4ffad49a25,949376448
b3402a9173d289d6db78e09d,777057856
a446507813234e358db8b573,634230336
c8ef57ddfb35061d1876f94e,669576256
360be0df2c003005e3db080e,656074752
9ab245a4c91877cb7a8661ce,594822784
a57a34c7486e7a40e8deb316,564913216
ceba7d0f56f6cb03538962fb,688693056
d5475993f9db58c3e4baf7a3,606787712
d37a1dda09e30da13ff5bfc3,635720320
68a8b8d077a8232723bf37e9,603111296
e1eea7716ca6490b7640717a,594486336
4ae6d75b10848d259ecba576,731678656
17afbce5c0b56732abbea936,535196768
84a2673eccd3cf3bd7fd3eb0,573760704
f2f4e6cbafe527b155707f01,578779584
de2e3a592cda5b76c9573c5c,599901440
fac651cf404a58f24dc7d286,633806400
e6f312a0877af26b69855a3d,561879232
333a643c623a9bc75f3a40f2,471298944
64593641e470908ef23b46cb,658635264
ce9f2f0071be658ae75ca6f9,662331392
9ab385e399a4673732b6a799,490476512
3429c774b736cefc051e2c55,645340352
a51ad0372758b2bbfe73f8fd,553351616
8c801a266256e3fbabe7e3d2,875433664
ca2f81b8fb6fda20aefb0ccb,664816832
3c1b1f86087f9b99380e387c,662060672
b0cad5d612954b8cab18101c,705703040
7eb991f4c69215377e4dac8f,622209920
0d130b8bea4321300396fa34,574469760
8dfa059401e1dca80ae65ae1,639822464
3e3f264cd0ac7a65ed2349a2,564913216
112dce80bf512f3f24391d23,630597440
ff25ded6333278149f8fb68f,617415104
d555b82c192794e87e9d536f,628901184
a787382d96ef9fce8f27bc70,567338816
8c3aa295f7bcfd9a43eb2037,692614912
13ac95652fb3cf6c43dafc66,576137216
42fc6a80b882c32f6264ac10,694791040
1e9c53e09220d689a0210ab9,568246784
3348706086aa3db5c92259c3,585380544
66d402a9b7d05f29282ddb00,589350592
cf88be51d6f31c10e5868ff7,499393888
30b3f38716be209a894b0942,625884928
0a5908a92d0ba3e36f54b1f3,653802304
dd206b6ea2d7f6555109ea39,714814336
c641febd8bc2ece3e4d2d8b6,585545024
c11fdc02a288af0572a2bca1,708774272
35dc60a65969b264ab283d6d,617524800
d9cb0f637cd4feaaaf8a21c0,592264576
7e8dfae9a5f1faf8afa706f7,600864512
a280fe7610c254b935c9dcfc,615948928
85524880fdc4e4daf90e96fd,699831232
f361109d06f6609c16724b39,674049088
3f6b2f0c0876c21755369cb6,563721088
de26819064a290ce78d8fcc1,596590016
91be1260a84ab7fa3521c495,511049024
18c8dc4549d38c918af2972e,605408576
782b0fb8641849c2c34291e6,686227776
54933f8b33a4fd6f031ed5be,638566272
953176c9a901b4f61c030432,559594752
357e2add3d68167a4f3ce15e,590174912
90332d50e91925eb9b614bef,573457024
11723d1d472bf1a3fdd8b72c,675795904
01f8b6799e2910f7769db175,641169408
a0d5001f7dd42d7f0c91d2a9,640525504
d4439c35bcb88e1490916c67,640525504
4a73dad0ff8a5262e8b07c4b,579176064
3dd8085a65f24b497ea59557,671756224
39ef085809bc80e32e7b6af6,522443104
b98ee16e8fd7d1c75a9da13c,573825600
16deb26bf740fa61e258f545,417861472
732a3bd457d7798e1fd892f6,613647616
1376058cb128a1c7729cd2e9,642535040
cac7e7c3e13af91bdc7107e8,619317504
9f3dfa6e1422f6aeac527c61,599736192
4dd3d1288ccb66ee4fb9c097,667041472
15fb97d6a43731d61e95d004,629245504
dac29573163315edf99e0e7a,575219648
b93f2864087d41c3c92d43c3,623988352
cd4656aed92f5c0a0b6b7c0c,623988352
556210496090b42ac10cf1b8,600738880
762979729fb21e56a32ed14e,600738880
ea935b76abe664d5e2c4736f,674049088
40e9ef1e7c6749b7a8d04ea9,591755840
058265732a484ac8d5497f5c,624908352
6f52ea8340cdd283f9a79720,738341888
cafe7c1ee67458e05c84d5fb,563721088
3f45ed2f08a2b03b738fbb5e,493055936
f203b18854b75c4564d7a17d,579097856
d5333f639d11bc3ab073ed72,580536640
c14f644116669a160446a945,557334336
de585856ff546e00a5a4672e,664273344
7a80663cae7c191b5d025fa0,685150848
71f80198e68fbba902650b1a,583768064
f3523e0626df8cea803ead0f,645293632
619abd5f978b1573761be86d,629602240
17a2323b855e93533a9f09f2,562523008
38e8630f2c05ea38e2257c21,619261824
1e3798d739f85ee0e5a314ca,578053888
46d0544f411bbfb6b452858c,618069952
605e7a71eecb13b23ffca0c1,611457664
7515b37b7ae7c62f3dafbe7d,632115840
28be121ada9c9303be802474,709064704
331d54f8a1bd3dabce73d6d9,724805376
22d167639ccaace593dffa31,694421760
36cd68fc3ffab79fcaa340ab,626972992
db924733e88c361cdfab874a,792328512
64eea2e9a13a8edfe8ac7027,594051904
97fe6eeed892111bfa20255b,638403520
b54e6757829ac95e2076d954,661218560
dd59b8122458557041903207,614123712
b35c58fc1c05a77433025318,639236608
c41964afa164d8b75f8dbe92,633629248
96b3ea80cce599b68f96f86e,629658432
a4bc87ad4f1ad97c0a63d843,572495424
16e62269e6aa2ea052d05f71,609049728
518b37b51f824fa0fb5075d3,555468416
e083d83369cbc93fb94842a1,554386560
57deff02895d5286eda10d89,640478400
7ed35835fbe694bc237abe38,624283392
b48efa9ddf36e85164354f26,720301184
5910c9b29a1025bada93a5e1,595427072
10a650e8cb5425c97f08f68a,654584512
9e0feca2ec3043ae6f840631,706748096
35ce37bbecac6b164fa21e6c,652283456
c4955010d066e013812a85ea,600672768
d5a83c31bec18d1c3eb9af7d,613582144
70217bd08583854329722821,555643712
28e748e7aa0a447731e06706,594494272
27929c0a3e0fd2d6d2969e03,598794496
5c5ea0d8bae75e0a5c88414f,617877504
2233f50cf7b04791cf1ddeaa,559490880
bf430621f17dcaf17fb91ac7,657769856
d8dc9de06461e0220bc55906,581886592
d988975f8c4e6ee8fd8dc1e1,640362496
bab884e0f99df269805e83a4,632591552
8fa9b20af1508af7a01e2267,869379520
b6f195d44ddbe10b78b97191,585298944
2ab0eeac4a228d5769fb4365,715977216
347a4deda03bfdde6d1c163d,623688896
17230f18b30b94606fea047d,561214912
eab4ae491bbbe7b8ab107229,690292032
07c753474a847bf2bccd55b7,662097024
b7ce05400f0261743073e072,641761280
4a33d213841d2af537aa967a,521596608
04eb0b590ce7483c615b043b,626012224
a01a51af09a3dc387a18b58c,644364480
270b930a9e22d5016ffa4019,614760960
5ed1320fe84a518e267ff537,727389376
f04b574dc221473cfd616e22,684367616
6f7e390aa6135019dc5a828f,592152768
776d4a19fb3852fe6dcd3ddb,642897856
b7f164b79658952248866c34,686503040
aafeff5826516e363471e439,627636160
eba6a2b80a17a846ae560ece,655008000
90e62f8656ae504bf6175e0d,751523648
dc4331d09a1e36baaa6bde53,696071552
372d67ccb9d251e290891f0a,619468800
a7801c67a0ddd71c50ba38d3,578684224
e4d6b81f169cab8ea0244d75,564405120
cd5c6655243a4be0912bc92a,564913216
f7a7281a19733251134364fc,668854336
a716ec25a219961fbe90f367,578779584
8bd45966c16d4eafb49ee2a2,652010368
baabbdaa5e8f69fc90d303c1,597736064
8bed46960db1b2a7954ffbcb,542374784
dbc123f9502159d660f375ca,543021632
a4683facc81ccda10e9ae388,662331392
3a576586fa1aac85c2ffb75b,727444160
b1fb98d0ba25b21c6647d423,634823168
97fa4be3ed93c37c048f507c,520408288
cf184cc576effe39c0f857b8,467412096
784f67fcb2d009d352740ed1,551517632
f4d6ce332121f814aa663fca,615400640
c87ae84ef029febca1e633e8,551517632
e876c6fd9c161861fb92ad5a,615486272
9047c4764f2c6b1a10b87e99,662671104
234c94e9a248ae57bb5a0771,630064704
a49c2976ca4f24f3a6b622e3,611191616
ffc171cf73514bed077339a6,602213568
fba83f5feea2522888377066,634887872
1a593800d5785ecc36c25ead,674227200
ab157c9601861dc387a91b82,601241728
f87f8003f15b0fbc12609514,618005824
f44d035ea2b15b2c69d4da50,645938240
fc815b59cce7934f816f0502,697689280
32915b77ca68000ba9eed6d8,523553184
cb083fa7ff634f424a351840,687287040
4f3c7b9bc78f882f858b3d3a,606891136
53d33316e237830ad463a26b,645154496
f5d852e25d51377686c43bc8,649507648
64731b6eaf4fd2bb6c155013,667318784
dad7e45e4706ab2564ef9cf1,563099392
255914e9b13ad94efa6ed365,680714176
5a8950a64b4aea4ac13dad45,623980992
70f51b4abf26651111305b1b,623924800
8919ca18fff7571002e440ec,639254272
f776a4e0c8c82b3d29756b34,600738880
7ea4af39a7e577ffbd600f0d,684420160
45fc0d46c7a4df7ff6976fce,599424192
7cdcecc706fc7c79cce45b20,559679424
3503f56e09e639be4762ff2d,603067648
f70ac0d227db6f5333aa821e,560014528
20db610da64f80afc1621b12,590244160
c80ef212c870e2f20ed2234a,595277952
7dc68d5cac1b7fcdab35586e,621228352
a478fb93a131fee4119bb9f9,648089920
7749b2b534213ec7b536372b,600715840
43e59f5312e304fc21c1e052,725617408
82a7920524816f3db7f5a4ca,850506240
1a7e331d9ff88ae5efafa8ea,601637632
a57350d4c79a415137281cb7,713764672
f3a6132006d54d0e22a17e84,525627136
14caab87a129f51b2b70508e,626237760
ba2423d79744d763aa3744f8,713267136
1caac10c1121a795a172889b,666479360
40768729f2697b87ed6519d1,590561856
843234d3c6c20bb60a17fbee,583475712
cd2e4dff930a1c7a1a569992,554592192
5a6eab133b7e95155f6a9012,748627968
5bba6c40aeb129c433d2c58e,684639552
ad3c644b506498127c7beef1,648145920
a379656c49f4cb1cfc5b3f03,647910720
998c1a6ace613d8a7468ba5c,605921088
dd610d7ece83bb02dcd7a22f,548282496
539467d04a2b3e78c592b11b,715467008
e40fe4ac43cabe82c03dda59,608314496
5561eab714583013b422e7d4,637821440
d9110b2b5b1c02766da9e24e,573774336
c72cf05b93b9c290c063b08b,498893152
d71cc157c0c43935989009f5,573965888
4199eaa19ddf8ac436bb2ba3,777057856
d23d12bd86def2657038a481,668854336
ca438e13d8aa6285858da0aa,573760704
a173eb804f4bcf6bfe889417,578779584
9b3677d498c2ccf69c756ec7,600738880
f8c787390e4c6d2e99fc7c3d,707968256
a188aa896d1b4520ccd6b65f,690190144
9fa39c9eb4b10a20dda6c3c2,654589120
7bc9022fa1eadbd9ab39acd9,601702656
46f0731f62232b32eb733dc3,671496768
b6767d1e329ff5e28c42f632,686017664
abde4b06769fcb1d5577fa7f,553351616
1496d159d31717ce254f67a7,805187136
1470749d0d2551a93827e441,667369216
3ac517f74dbf8cdc8feadfe8,614413632
fc6616c62030a53d2aa46b12,781403712
8497f34947cb4c0ff18a0eaa,695623488
3b2936127f5a4684a1d3de22,506302176
dab58562904cd13a93d913e1,504342048
69d1e47b6bdc57512f1838a5,624670080
23c7f9a0534a4ae6a24e38a6,621325824
640e9fe41fb79ecba89d8951,680813248
31f6a25d56f3bb36386d07ae,616305152
bfb30ae71cdca27f5a5494c6,647902464
baacf0dbd690644d74f3a929,560171136
cdcb874d2e62220d12230632,668292096
1421bdbd9cf7572b799b732c,571946560
ee9e5adab1455d38edfcaa6e,656851392
1fae43a9450fae02919962b9,946489088
5f9ee280509afd55d24f39b7,672078912
82902f2082dd405ab538ff58,591509568
eae52c81f779a61f57cb5b58,640073920
4ec0aee1b202642d2739068b,572561088
f4c6c3210a3c2eb935c6d5bb,596349248
14a14706d405569501327924,517672384
146a5a4f3d111dc7b955ce42,697502400
99bdce7cdea643b0442976f5,623490240
733c7cdfd50db77066a67140,661570304
de328410e22767c66d919423,659701824
d0116b53467b3081664fb268,675058816
